"","subject","type","item","condition","question","correct_answer","response","rt","group","ambiguity","trimmed_rt"
"15","L1 1","gp",14,"b","0","-","-",3384,"L1","Unambiguous",3384
"61","L1 1","gp",9,"a","0","-","-",5412,"L1","Ambiguous",5412
"67","L1 1","gp",6,"b","0","-","-",3704,"L1","Unambiguous",3704
"74","L1 1","gp",5,"a","0","-","-",6646,"L1","Ambiguous",6646
"99","L1 1","gp",17,"a","0","-","-",4075,"L1","Ambiguous",4075
"105","L1 1","gp",2,"b","0","-","-",3114,"L1","Unambiguous",3114
"115","L1 1","gp",18,"b","0","-","-",4411,"L1","Unambiguous",4411
"125","L1 1","gp",1,"a","0","-","-",3168,"L1","Ambiguous",3168
"129","L1 1","gp",10,"b","0","-","-",4849,"L1","Unambiguous",4849
"135","L1 1","gp",13,"a","0","-","-",7652,"L1","Ambiguous",7652
"146","L1 1","gp",21,"a","0","-","-",7780,"L1","Ambiguous",7780
"150","L1 1","gp",22,"b","0","-","-",5617,"L1","Unambiguous",5617
"194","L1 2","gp",16,"a","0","-","-",7234,"L1","Ambiguous",7234
"201","L1 2","gp",17,"b","0","-","-",4808,"L1","Unambiguous",4808
"208","L1 2","gp",4,"a","0","-","-",7346,"L1","Ambiguous",7346
"260","L1 2","gp",20,"a","0","-","-",5120,"L1","Ambiguous",5120
"268","L1 2","gp",8,"a","0","-","-",6755,"L1","Ambiguous",6755
"274","L1 2","gp",1,"b","0","-","-",2699,"L1","Unambiguous",2699
"285","L1 2","gp",12,"a","0","-","-",3499,"L1","Ambiguous",3499
"288","L1 2","gp",24,"a","0","-","-",4612,"L1","Ambiguous",4612
"306","L1 2","gp",9,"b","0","-","-",2218,"L1","Unambiguous",2218
"313","L1 2","gp",5,"b","0","-","-",5668,"L1","Unambiguous",5668
"341","L1 2","gp",21,"b","0","-","-",2691,"L1","Unambiguous",2691
"351","L1 2","gp",13,"b","0","-","-",4196,"L1","Unambiguous",4196
"378","L1 3","gp",4,"b","0","-","-",7373,"L1","Unambiguous",7373
"381","L1 3","gp",20,"b","0","-","-",5470,"L1","Unambiguous",5470
"393","L1 3","gp",12,"b","0","-","-",7412,"L1","Unambiguous",7412
"429","L1 3","gp",24,"b","0","-","-",4475,"L1","Unambiguous",4475
"435","L1 3","gp",15,"a","0","-","-",11292,"L1","Ambiguous",11292
"447","L1 3","gp",23,"a","0","-","-",10354,"L1","Ambiguous",10354
"477","L1 3","gp",7,"a","0","-","-",10055,"L1","Ambiguous",10055
"481","L1 3","gp",16,"b","0","-","-",5230,"L1","Unambiguous",5230
"498","L1 3","gp",11,"a","0","-","-",11376,"L1","Ambiguous",11376
"507","L1 3","gp",19,"a","0","-","-",14297,"L1","Ambiguous",14297
"524","L1 3","gp",3,"a","0","-","-",9621,"L1","Ambiguous",9621
"534","L1 3","gp",8,"b","0","-","-",4599,"L1","Unambiguous",4599
"558","L1 4","gp",11,"b","0","-","-",2231,"L1","Unambiguous",2231
"584","L1 4","gp",6,"a","0","-","-",2830,"L1","Ambiguous",2830
"602","L1 4","gp",2,"a","0","-","-",3400,"L1","Ambiguous",3400
"606","L1 4","gp",15,"b","0","-","-",3273,"L1","Unambiguous",3273
"627","L1 4","gp",14,"a","0","-","-",2550,"L1","Ambiguous",2550
"631","L1 4","gp",23,"b","0","-","-",2666,"L1","Unambiguous",2666
"644","L1 4","gp",22,"a","0","-","-",3316,"L1","Ambiguous",3316
"651","L1 4","gp",7,"b","0","-","-",2191,"L1","Unambiguous",2191
"669","L1 4","gp",3,"b","0","-","-",2338,"L1","Unambiguous",2338
"687","L1 4","gp",10,"a","0","-","-",2998,"L1","Ambiguous",2998
"693","L1 4","gp",18,"a","0","-","-",1874,"L1","Ambiguous",1874
"707","L1 4","gp",19,"b","0","-","-",2379,"L1","Unambiguous",2379
"764","L1 5","gp",1,"a","0","-","-",2999,"L1","Ambiguous",2999
"770","L1 5","gp",2,"b","0","-","-",4890,"L1","Unambiguous",4890
"780","L1 5","gp",18,"b","0","-","-",3585,"L1","Unambiguous",3585
"797","L1 5","gp",21,"a","0","-","-",2526,"L1","Ambiguous",2526
"807","L1 5","gp",13,"a","0","-","-",6581,"L1","Ambiguous",6581
"826","L1 5","gp",14,"b","0","-","-",4740,"L1","Unambiguous",4740
"841","L1 5","gp",6,"b","0","-","-",5734,"L1","Unambiguous",5734
"844","L1 5","gp",22,"b","0","-","-",4039,"L1","Unambiguous",4039
"863","L1 5","gp",10,"b","0","-","-",3259,"L1","Unambiguous",3259
"872","L1 5","gp",17,"a","0","-","-",2410,"L1","Ambiguous",2410
"876","L1 5","gp",5,"a","0","-","-",2118,"L1","Ambiguous",2118
"884","L1 5","gp",9,"a","0","-","-",3016,"L1","Ambiguous",3016
"914","L1 6","gp",5,"b","0","-","-",4361,"L1","Unambiguous",4361
"947","L1 6","gp",17,"b","0","-","-",3031,"L1","Unambiguous",3031
"962","L1 6","gp",20,"a","0","-","-",2782,"L1","Ambiguous",2782
"972","L1 6","gp",9,"b","0","-","-",4387,"L1","Unambiguous",4387
"991","L1 6","gp",24,"a","0","-","-",2251,"L1","Ambiguous",2251
"997","L1 6","gp",12,"a","0","-","-",8322,"L1","Ambiguous",8322
"1000","L1 6","gp",13,"b","0","-","-",3419,"L1","Unambiguous",3419
"1014","L1 6","gp",8,"a","0","-","-",5270,"L1","Ambiguous",5270
"1018","L1 6","gp",16,"a","0","-","-",4348,"L1","Ambiguous",4348
"1028","L1 6","gp",4,"a","0","-","-",4466,"L1","Ambiguous",4466
"1049","L1 6","gp",1,"b","0","-","-",2689,"L1","Unambiguous",2689
"1078","L1 6","gp",21,"b","0","-","-",3455,"L1","Unambiguous",3455
"1095","L1 7","gp",3,"a","0","-","-",5657,"L1","Ambiguous",5657
"1104","L1 7","gp",4,"b","0","-","-",4410,"L1","Unambiguous",4410
"1137","L1 7","gp",7,"a","0","-","-",3109,"L1","Ambiguous",3109
"1148","L1 7","gp",19,"a","0","-","-",7079,"L1","Ambiguous",7079
"1156","L1 7","gp",11,"a","0","-","-",4358,"L1","Ambiguous",4358
"1171","L1 7","gp",15,"a","0","-","-",4431,"L1","Ambiguous",4431
"1178","L1 7","gp",12,"b","0","-","-",3390,"L1","Unambiguous",3390
"1185","L1 7","gp",23,"a","0","-","-",7468,"L1","Ambiguous",7468
"1213","L1 7","gp",16,"b","0","-","-",5496,"L1","Unambiguous",5496
"1223","L1 7","gp",8,"b","0","-","-",3715,"L1","Unambiguous",3715
"1244","L1 7","gp",24,"b","0","-","-",4844,"L1","Unambiguous",4844
"1247","L1 7","gp",20,"b","0","-","-",3490,"L1","Unambiguous",3490
"1279","L1 8","gp",23,"b","0","-","-",6232,"L1","Unambiguous",6232
"1290","L1 8","gp",7,"b","0","-","-",4641,"L1","Unambiguous",4641
"1314","L1 8","gp",2,"a","0","-","-",5274,"L1","Ambiguous",5274
"1318","L1 8","gp",15,"b","0","-","-",4925,"L1","Unambiguous",4925
"1342","L1 8","gp",11,"b","0","-","-",3438,"L1","Unambiguous",3438
"1349","L1 8","gp",19,"b","0","-","-",5899,"L1","Unambiguous",5899
"1356","L1 8","gp",3,"b","0","-","-",2689,"L1","Unambiguous",2689
"1363","L1 8","gp",10,"a","0","-","-",7528,"L1","Ambiguous",7528
"1388","L1 8","gp",18,"a","0","-","-",4533,"L1","Ambiguous",4533
"1401","L1 8","gp",22,"a","0","-","-",6598,"L1","Ambiguous",6598
"1409","L1 8","gp",14,"a","0","-","-",4363,"L1","Ambiguous",4363
"1434","L1 8","gp",6,"a","0","-","-",7045,"L1","Ambiguous",7045
"1455","L1 9","gp",6,"b","0","-","-",3668,"L1","Unambiguous",3668
"1459","L1 9","gp",21,"a","0","-","-",3561,"L1","Ambiguous",3561
"1469","L1 9","gp",9,"a","0","-","-",3906,"L1","Ambiguous",3906
"1515","L1 9","gp",17,"a","0","-","-",2438,"L1","Ambiguous",2438
"1531","L1 9","gp",10,"b","0","-","-",2237,"L1","Unambiguous",2237
"1539","L1 9","gp",2,"b","0","-","-",2298,"L1","Unambiguous",2298
"1550","L1 9","gp",14,"b","0","-","-",1863,"L1","Unambiguous",1863
"1571","L1 9","gp",22,"b","0","-","-",4307,"L1","Unambiguous",4307
"1597","L1 9","gp",18,"b","0","-","-",1731,"L1","Unambiguous",1731
"1603","L1 9","gp",1,"a","0","-","-",5279,"L1","Ambiguous",5279
"1606","L1 9","gp",5,"a","0","-","-",1893,"L1","Ambiguous",1893
"1614","L1 9","gp",13,"a","0","-","-",2852,"L1","Ambiguous",2852
"1644","L1 10","gp",1,"b","0","-","-",2786,"L1","Unambiguous",2786
"1647","L1 10","gp",13,"b","0","-","-",3364,"L1","Unambiguous",3364
"1669","L1 10","gp",20,"a","0","-","-",1933,"L1","Ambiguous",1933
"1694","L1 10","gp",5,"b","0","-","-",3016,"L1","Unambiguous",3016
"1707","L1 10","gp",24,"a","0","-","-",3821,"L1","Ambiguous",3821
"1711","L1 10","gp",9,"b","0","-","-",2206,"L1","Unambiguous",2206
"1725","L1 10","gp",12,"a","0","-","-",4270,"L1","Ambiguous",4270
"1729","L1 10","gp",17,"b","0","-","-",2763,"L1","Unambiguous",2763
"1740","L1 10","gp",16,"a","0","-","-",2394,"L1","Ambiguous",2394
"1747","L1 10","gp",4,"a","0","-","-",2996,"L1","Ambiguous",2996
"1762","L1 10","gp",8,"a","0","-","-",3073,"L1","Ambiguous",3073
"1794","L1 10","gp",21,"b","0","-","-",1074,"L1","Unambiguous",1074
"1815","L1 11","gp",19,"a","0","-","-",3279,"L1","Ambiguous",3279
"1821","L1 11","gp",11,"a","0","-","-",2995,"L1","Ambiguous",2995
"1827","L1 11","gp",7,"a","0","-","-",3600,"L1","Ambiguous",3600
"1837","L1 11","gp",8,"b","0","-","-",2706,"L1","Unambiguous",2706
"1856","L1 11","gp",12,"b","0","-","-",2967,"L1","Unambiguous",2967
"1859","L1 11","gp",15,"a","0","-","-",4749,"L1","Ambiguous",4749
"1867","L1 11","gp",24,"b","0","-","-",3191,"L1","Unambiguous",3191
"1876","L1 11","gp",23,"a","0","-","-",3415,"L1","Ambiguous",3415
"1880","L1 11","gp",16,"b","0","-","-",5233,"L1","Unambiguous",5233
"1936","L1 11","gp",20,"b","0","-","-",1941,"L1","Unambiguous",1941
"1948","L1 11","gp",4,"b","0","-","-",2151,"L1","Unambiguous",2151
"1966","L1 11","gp",3,"a","0","-","-",3701,"L1","Ambiguous",3701
"2010","L1 12","gp",3,"b","0","-","-",3676,"L1","Unambiguous",3676
"2017","L1 12","gp",10,"a","0","-","-",9810,"L1","Ambiguous",9810
"2026","L1 12","gp",23,"b","0","-","-",2710,"L1","Unambiguous",2710
"2033","L1 12","gp",19,"b","0","-","-",4359,"L1","Unambiguous",4359
"2037","L1 12","gp",2,"a","0","-","-",5840,"L1","Ambiguous",5840
"2060","L1 12","gp",22,"a","0","-","-",3591,"L1","Ambiguous",3591
"2072","L1 12","gp",11,"b","0","-","-",4620,"L1","Unambiguous",4620
"2086","L1 12","gp",18,"a","0","-","-",6482,"L1","Ambiguous",6482
"2110","L1 12","gp",7,"b","0","-","-",2949,"L1","Unambiguous",2949
"2120","L1 12","gp",14,"a","0","-","-",3988,"L1","Ambiguous",3988
"2145","L1 12","gp",6,"a","0","-","-",5336,"L1","Ambiguous",5336
"2158","L1 12","gp",15,"b","0","-","-",2772,"L1","Unambiguous",2772
"2204","L1 13","gp",14,"b","0","-","-",3931,"L1","Unambiguous",3931
"2218","L1 13","gp",2,"b","0","-","-",2731,"L1","Unambiguous",2731
"2239","L1 13","gp",21,"a","0","-","-",4732,"L1","Ambiguous",4732
"2252","L1 13","gp",10,"b","0","-","-",3757,"L1","Unambiguous",3757
"2262","L1 13","gp",13,"a","0","-","-",9750,"L1","Ambiguous",9750
"2266","L1 13","gp",22,"b","0","-","-",4565,"L1","Unambiguous",4565
"2269","L1 13","gp",9,"a","0","-","-",9058,"L1","Ambiguous",9058
"2272","L1 13","gp",1,"a","0","-","-",5611,"L1","Ambiguous",5611
"2292","L1 13","gp",5,"a","0","-","-",6660,"L1","Ambiguous",6660
"2303","L1 13","gp",18,"b","0","-","-",4987,"L1","Unambiguous",4987
"2307","L1 13","gp",6,"b","0","-","-",4293,"L1","Unambiguous",4293
"2313","L1 13","gp",17,"a","0","-","-",3640,"L1","Ambiguous",3640
"2372","L1 14","gp",17,"b","0","-","-",3997,"L1","Unambiguous",3997
"2383","L1 14","gp",8,"a","0","-","-",5357,"L1","Ambiguous",5357
"2407","L1 14","gp",21,"b","0","-","-",2738,"L1","Unambiguous",2738
"2414","L1 14","gp",20,"a","0","-","-",3573,"L1","Ambiguous",3573
"2417","L1 14","gp",5,"b","0","-","-",3255,"L1","Unambiguous",3255
"2431","L1 14","gp",9,"b","0","-","-",2840,"L1","Unambiguous",2840
"2435","L1 14","gp",13,"b","0","-","-",3863,"L1","Unambiguous",3863
"2441","L1 14","gp",16,"a","0","-","-",4563,"L1","Ambiguous",4563
"2449","L1 14","gp",12,"a","0","-","-",3315,"L1","Ambiguous",3315
"2459","L1 14","gp",4,"a","0","-","-",2927,"L1","Ambiguous",2927
"2496","L1 14","gp",1,"b","0","-","-",3050,"L1","Unambiguous",3050
"2506","L1 14","gp",24,"a","0","-","-",3973,"L1","Ambiguous",3973
"2549","L1 15","gp",19,"a","0","-","-",9567,"L1","Ambiguous",9567
"2557","L1 15","gp",12,"b","0","-","-",7747,"L1","Unambiguous",7747
"2566","L1 15","gp",24,"b","0","-","-",5299,"L1","Unambiguous",5299
"2577","L1 15","gp",3,"a","0","-","-",16421,"L1","Ambiguous",16421
"2583","L1 15","gp",11,"a","0","-","-",13614,"L1","Ambiguous",13614
"2587","L1 15","gp",4,"b","0","-","-",4202,"L1","Unambiguous",4202
"2600","L1 15","gp",16,"b","0","-","-",8364,"L1","Unambiguous",8364
